Date,Close,High,Low,Open,Volume,Change,label
2009-02-18,58.6326904296875,59.30782599636447,58.07626225682277,59.19653922973551,362964800,-0.14095687866210938,0.0
2009-02-19,58.00206756591797,59.463619669552315,57.883360183157215,59.23362553052325,316867500,-0.6306228637695312,-1.0
2009-02-20,57.43824768066406,58.120798493676546,56.21410406714843,56.926337401045906,477176600,-0.5638198852539062,-1.0
2009-02-23,55.38316345214844,58.06885370229092,55.338645340073384,58.06885370229092,379641400,-2.055084228515625,-1.0
2009-02-24,57.48273468017578,57.8314248678377,55.420236437063664,55.85796281861097,426260900,2.0995712280273438,1.0
2009-02-25,57.030189514160156,58.18013786234581,56.110224043274435,57.230501198459514,461985800,-0.452545166015625,0.0
2009-02-26,56.10280227661133,59.10751113867624,56.03602794974927,57.73498938734187,363353900,-0.9273872375488281,-1.0
2009-02-27,54.84898376464844,56.154736885132245,54.7599532131562,54.908337465643264,470510900,-1.2538185119628906,-1.0
2009-03-02,52.3784294128418,54.84155084944848,52.20779463606378,53.80288395587909,426452600,-2.4705543518066406,-1.0
2009-03-03,51.98524856567383,53.19455087407041,51.666229401334796,53.12778218539307,443761000,-0.39318084716796875,0.0
2009-03-04,53.216800689697266,54.06257118274205,51.98523677088556,52.845848520457245,462753100,1.2315521240234375,1.0
2009-03-05,51.04301834106445,53.21679817656681,50.57561500731508,52.007490539373364,485549400,-2.1737823486328125,-1.0
2009-03-06,51.132041931152344,52.267154580834195,49.78177635972393,51.48815847824885,490470000,0.08902359008789062,0.0
2009-03-09,50.53108596801758,51.933284188278805,50.24916446298157,50.41237860151056,379905300,-0.6009559631347656,-1.0
2009-03-10,53.5432243347168,53.6916085697185,51.4658959872112,51.56976212157249,406227900,3.0121383666992188,1.0
2009-03-11,53.89191436767578,54.71542838672544,53.29097384685329,54.15900030143671,356648300,0.3486900329589844,0.0
2009-03-12,56.01375961303711,56.199235638245845,53.39483904273447,53.87707784033299,409702700,2.121845245361328,1.0
2009-03-13,56.45148849487305,57.111788447744,55.44250397900216,56.3921404600194,337474700,0.4377288818359375,0.0
2009-03-16,56.28083801269531,57.846255908851774,56.24374054850497,57.09693128237785,360644900,-0.17065048217773438,0.0
2009-03-17,58.00206756591797,58.13561054138404,55.97666671472915,56.43664933250774,356814300,1.7212295532226562,1.0
2009-03-18,59.3004150390625,60.02006316562917,57.178568141048196,57.72757577625411,473273200,1.2983474731445312,1.0
2009-03-19,58.56592559814453,60.0942466016625,58.380449528386315,60.04231352854142,428520400,-0.7344894409179688,-1.0
2009-03-20,57.31883239746094,58.96270796993152,57.18433353881148,58.850624637591125,371078200,-1.2470932006835938,-1.0
2009-03-23,61.43596649169922,61.48827126963405,58.51435556490096,58.83565797244152,419933300,4.117134094238281,1.0
2009-03-24,60.225486755371094,61.54058585402686,60.15824018765058,60.70370357291971,330271000,-1.210479736328125,-1.0
2009-03-25,60.860618591308594,61.794636713954795,59.0747763968726,60.696236190389996,441775100,0.6351318359375,1.0
2009-03-26,62.1009635925293,62.24293609414893,60.7634496848238,61.45835901785981,422025200,1.2403450012207031,1.0
2009-03-27,60.980167388916016,61.66760326589437,60.75600078952186,61.30894354781585,322332300,-1.1207962036132812,-1.0
2009-03-30,58.8730354309082,59.68002851792818,58.25284598250611,59.62772372714696,324108500,-2.1071319580078125,-1.0
2009-03-31,59.41851043701172,60.584169245579545,59.0673243166721,59.448399709107896,364238300,0.5454750061035156,1.0
2009-04-01,60.56919860839844,60.838196253652086,58.529306449484075,58.67874705205007,377018300,1.1506881713867188,1.0
2009-04-02,62.34009552001953,63.22180871034955,60.62150017759541,62.07857162898802,476230700,1.7708969116210938,1.0
2009-04-03,62.96028518676758,62.975226966002325,61.772211359443034,62.38492692234706,284646300,0.6201896667480469,1.0
2009-04-06,62.46710968017578,62.97521559430589,61.488260844445605,62.272832380445735,264866600,-0.4931755065917969,0.0
2009-04-07,61.01005935668945,61.75727378677556,60.90544979254089,61.45838687458238,258947800,-1.4570503234863281,-1.0
2009-04-08,61.6676025390625,61.97396317457076,60.92786189105009,61.31641086452118,230402800,0.6575431823730469,1.0
2009-04-09,64.11846923828125,64.12594297889956,63.01259506010983,63.266645233194645,269653500,2.45086669921875,1.0
2009-04-13,64.13343048095703,64.66395216281833,63.19941223103326,63.45346245863093,224847500,0.01496124267578125,0.0
2009-04-14,63.02751922607422,64.08109402785324,62.82577389211236,63.535625131035815,276598800,-1.1059112548828125,-1.0
2009-04-15,63.70002746582031,63.827052545362314,62.47459630846508,62.64645242765874,250726100,0.6725082397460938,1.0
2009-04-16,64.63406372070312,65.11975435702927,63.34137993793924,64.20815162132683,335202900,0.9340362548828125,1.0
2009-04-17,65.06742095947266,65.49333287162275,64.36503771105959,64.88061738921749,262649000,0.43335723876953125,0.0
2009-04-20,62.34009552001953,65.04501360918628,62.272843261872424,63.91671830697229,293690100,-2.727325439453125,-1.0
2009-04-21,63.55803680419922,63.610341569160624,61.83197385968084,61.884278624642256,114090900,1.2179412841796875,1.0
2009-04-22,63.16950225830078,64.51448467687827,62.81831059930996,62.982698669543375,340395200,-0.3885345458984375,0.0
2009-04-23,63.78969192504883,63.827049222549256,62.48953483490193,63.29652771138073,324903700,0.6201896667480469,1.0
2009-04-24,64.75360870361328,65.23929354845583,64.02880975561946,64.28285993902671,287703000,0.9639167785644531,1.0
2009-04-27,64.14088439941406,65.01512962144973,63.916723489266595,64.02133305416082,289581600,-0.6127243041992188,-1.0
2009-04-28,63.93913650512695,64.70129269103774,63.33389466040976,63.490809001603346,247926300,-0.20174789428710938,0.0
2009-04-29,65.29905700683594,66.02385578758631,64.48459615888686,64.64897851568203,311505700,1.3599205017089844,1.0
2009-04-30,65.32147216796875,66.51701389738074,64.94786502122797,66.16582796811022,301419800,0.0224151611328125,0.0
2009-05-01,65.67266082763672,65.91176916270418,64.79842151199564,65.3364166910955,236110300,0.35118865966796875,0.0
2009-05-04,67.90682983398438,67.95166656608191,66.0387941857045,66.16582494238975,287120000,2.2341690063476562,1.0
2009-05-05,67.67521667480469,67.94421434942868,67.1297475843743,67.67521667480469,243036300,-0.2316131591796875,0.0
2009-05-06,68.84832763671875,68.89315867208698,67.70509062848576,68.50460973037892,291941000,1.1731109619140625,1.0
2009-05-07,67.89190673828125,69.6030285470329,67.45852098043974,69.49841897800826,317728000,-0.9564208984375,-1.0
2009-05-08,69.47600555419922,69.65533543497196,68.3252945593854,68.76614837061716,299081700,1.5840988159179688,1.0
2009-05-11,68.17585754394531,68.82593628904105,68.02641690637601,68.51957557099063,247923600,-1.3001480102539062,-1.0
2009-05-12,67.9740982055664,68.6167030770675,67.13721598433868,68.46725676928018,282431300,-0.20175933837890625,0.0
2009-05-13,66.26296997070312,67.25676644216088,66.12847115726679,67.0550153716098,269619100,-1.7111282348632812,-1.0
2009-05-14,66.83086395263672,67.3389700197483,66.12848052730169,66.29286862266045,260098700,0.5678939819335938,1.0
2009-05-15,66.28539276123047,67.24930007980291,65.86695449609904,66.77855703153006,271502700,-0.54547119140625,-1.0
2009-05-18,68.16838836669922,68.25057672543636,66.18079485553739,66.91306764933248,241447400,1.88299560546875,1.0
2009-05-19,68.08619689941406,68.72132817387379,67.85455649518897,68.13102795148569,206102200,-0.08219146728515625,0.0
2009-05-20,67.63036346435547,69.34148478349668,67.55564317940275,68.70634810941775,285722200,-0.45583343505859375,0.0
2009-05-21,66.65900421142578,67.09986372654335,65.94915272365976,66.8458078346057,258988400,-0.9713592529296875,-1.0
